"Ảnh","Mã sản phẩm","Ngày cập nhật","Chủng loại","Lưu ý nhận sx 1c / sx hết tồn","","Tên sản phẩm","Nguyên Giá (bắt buộc)","Giá TMĐT","Giá TMĐT làm tròn","Giá KM","Mùa vụ","Tồn","Màu sắc","SIZE SỐ","Chất liệu","Mô tả sản phẩm","Hàng tặng","","BST mới","Biển","Nghệ sĩ","","","","","","","","","","","","","","","","","","","","","Sale CH",""
"","MR0VX6353","09/08/2026","Váy xoè","Không nhận sx 1c","","Gwenaelle","1.350.000","","","","Xuân hè 2026","0","NÂU, ĐEN","S,M","Polka dot chiffon","VÁY 2 DÂY CÓ TĂNG GIẢM, 
KHÔNG CÓ MÚT NGỰC, VÁY 2 LỚP, KHÓA SAU
Độ co giãn: ko co giãn","","","","Biển","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0AH6354","06/08/2026","Áo hai dây, Áo cụp ngực/ cosxe","Không nhận sx 1c","","Gwenora","750.000","","","","Xuân hè 2026","0","KEM, NÂU","S,M","raw silk","ÁO 2 LỚP, CÀI CÚC CỔ SAU, ÁO KHÔNG CÓ ĐỆM NGỰC
Độ co giãn: ko co giãn","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6355","06/08/2026","Váy xoè","Không nhận sx 1c","","Gwena","1.290.000","","","","Xuân hè 2026","0","HỒNG, VÀNG","S,M","Windbreaker Silk","VÁY 2 LỚP CHUI ĐẦU, RÚT EO, KHÔNG CÓ MÚT NGỰC
Độ co giãn: ko co giãn","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6356","06/08/2026","Set váy","Không nhận sx 1c","","Gwenisse","1.050.000","","","","Xuân hè 2026","0","KEM","S,M","Crinkle Chiffon","ÁO 2 DÂY CHUI ĐÀU 2 LỚP, CHÂN VÁY 2 LỚP CẠP CHUN,
 ÁO KHÔNG CÓ MÚT NGỰC
Độ co giãn: ko co giãn","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6357","06/08/2026","Set váy","Không nhận sx 1c","","Gwenelle","890.000","","","","Xuân hè 2026","0","KEM, HỒNG","S,M","Glossy silk","ÁO CHUI ĐẦU 1 LỚP, CHÂN VÁY 2 LỚP KHÓA SAU, 
ÁO KHÔNG CÓ MÚT NGỰC, 
KHÔNG CÓ LÓT QUẦN
Độ co giãn: ko co giãn","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6358","06/08/2026","Set váy","Không nhận sx 1c","","Gwenia","1.350.000","","","","Xuân hè 2026","0","XANH ĐẬM","S,M","Krorean Twill","áo 2 lớp khóa đồng sau,
 chân váy 2 lớp khóa sườn , áo không có mút ngực,
 CÓ LÓT QUẦN
Độ co giãn: ko co giãn","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKSQ6228","06/08/2026","Set quần","Không nhận sx 1c","","Gwenorae","990.000","","","","Xuân hè 2026","0","XANH ĐẬM","S,M","Krorean Twill","ÁO 2 LỚP ĐÓNG CÚC, QUẦN CÓ TÚI CHÉO,
 KHÓA QUẦN TRƯỚC, KÈM DÂY ĐAI EO,
áo không có mút ngực
Độ co giãn: ko co giãn","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKSV6359","06/08/2026","Set váy","Không nhận sx 1c","","Gweniva","1.540.000","","","","Xuân hè 2026","0","KEM, XANH","S,M","soft mesh
Crinkle Chiffon","ÁO 2 LỚP KHÓA SAU, CHÂN VÁY 2 LỚP CẠP CHUN, 
ÁO KHÔNG CÓ ĐỆM NGỰC
Độ co giãn: ko co giãn","","","","Biển","","","","","","","","","","","","","","","","","","","","","","20%",""
""," 
         
MRVVX6339","06/08/2026","Váy xoè","HẾT HÀNG","","Olira","1.350.000","","","","Xuân hè 2026","","HỒNG CAM, NÂU","S,M","raw Chiffon","VÁY 2 DÂY, 2 LỚP KHÔNG CÓ MÚT NGỰC,
 KHÓA SAU
Độ co giãn: KHÔNG","","","","Biển","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6360","06/08/2026","Set váy","HẾT HÀNG","","Orlinas","1.260.000","","","","Xuân hè 2026","0","XANH","S,M","raw silk","VÁY 2 LỚP, KHÓA ĐỒNG TRƯỚC,
 KHÔNG CÓ MÚT NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6361","06/08/2026","Set váy","Không nhận sx 1c","","Olyra","950.000","","","","Xuân hè 2026","0","KEM","S,M","raw Twill","VÁY 2 LỚP, ÁO CHUI ĐẦU, 
KHÔNG CÓ MÚT NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKVX6331","06/08/2026","Váy xoè","Không nhận sx 1c","","Ovelles","1.190.000","","","","Xuân hè 2026","1","HỒNG, NÂU RÊU","S,M","REN HOA+Crinkle Chiffon","VÁY 2 LỚP, CHUN EO, CHUI ĐẦU, 
KHÔNG CÓ ĐỆM NGỰC
Độ co giãn: KHÔNG","","","","Biển","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKVX6337","06/08/2026","Váy xoè","Không nhận sx 1c","","Orinal","1.050.000","","","","Xuân hè 2026","0","XANH XÁM","S,M","raw Chiffon","VÁY 2 LỚP , CHUN EO, KHÔNG CÓ MÚT NGỰC
Độ co giãn: KHÔNG","","","","Biển","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKSV6362","06/08/2026","Set váy","Không nhận sx 1c","","Orelleew","1.350.000","","","","Xuân hè 2026","0","KEM, XANH","S,M","Slub Silk","ÁO 1 LỚP, ĐÓNG CÚC+ BUỘC DÂY,
 CHÂN VÁY CẠP CHUN 2 LỚP, ÁO KHÔNG CÓ ĐỆM NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKVX6363","06/08/2026","Váy xoè","Không nhận sx 1c","","Olyne","1.150.000","","","","Xuân hè 2026","1","HỒNG, NÂU TÍM, KEM","S,M","Silk Noil","VÁY CHUN EO , 2 LỚP, CÀI CÚC CỔ SAU, 
KHÓA SAU, KÈM ĐAI, 
CHÂN VÁY CÓ LÓT QUẦN,
KHÔNG CÓ ĐỆM NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6064","06/08/2026","Set váy","Không nhận sx 1c","","Oviya","1.580.000","","","","Xuân hè 2026","0","NÂU","S,M","Crinkle Chiffon+TAFFTA SILK","SET 2 LỚP, CHÂN VÁY KHÓA SAU, ÁO 2 DÂY CHUI ĐẦU, KHÔNG CÓ MÚT NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6365","06/08/2026","Set váy","Không nhận sx 1c","","Olyssa","1.150.000","","","","Xuân hè 2026","0","KEM","S,M","Slub Cotton+Floral lace","SET VÁY 2 DÂY, ÁO 2 LỚP, CHÂN VÁY 2 LỚP,
 ÁO CHUI ĐẦU, CHÂN VÁY KHÓA SAU, CÓ KÈM HOA TRÀ,
KHÔNG CÓ MÚT NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MMAC546","06/08/2026","Set váy","Không nhận sx 1c","","Haven","1.940.000","","","","Xuân hè 2026","25","XANH THAN","S, M, L, XL","SPANDEX DENIM","áo chui đầu, áo 1 lớp
Độ co giãn: CÓ CO DÃN NHẸ","","","","","","","","","","","","","","","","","","","","","","","","","","30%",""
"","MRAD5122","08/08/2026","Set quần","Không nhận sx 1c","","Samira","1.600.000","","","800.000","Xuân hè 2026","13","vàng chanh, xám","S, M, L, XL","Polyester chiffon","KHÓA TRƯỚC
Độ co giãn: KHÔNG CO DÃN","","","","","","","","","","","","","","","","","","","","","","","","","","50%",""
"","MRAK5176","06/08/2026","Set quần","Không nhận sx 1c","","Serenade","1.640.000","","","","Xuân hè 2026","2","XÁM","S, M, L","Polyester chiffon","KHÓA TRƯỚC
Độ co giãn: KO CO DÃN","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRAD5171","08/08/2026","Set quần","Không cần cọc","","
Camellia","1.640.000","","","820.000","Xuân hè 2026","0","XANH NHẠT","S, M, L","Polyester chiffon","KHÓA TRƯỚC.
TẶNG KÈM ÁO BRA
Độ co giãn: KO CO DÃN","Áo bra","","","","","","","","","","","","","","","","","","","","","","","","","50%",""
"","MRVS5190","08/08/2026","Set quần","Không nhận sx 1c","","The Flow Dress","2.240.000","","","1.120.000","Xuân hè 2026","395","TRẮNG, ĐEN, XÁM","S, M, L","Sheer chiffon","ĐÓNG CÚC TRƯỚC,TẶNG KÈM ÁO 2 DÂY BRA
Độ co giãn: KO CO DÃN","Áo bra","","","","","","","","","","","","","","","","","","","","","","","","","50%",""
"","MRGL5206","06/08/2026","Set quần","Không nhận sx 1c","","Vessence.","2.000.000","","","","Xuân hè 2026","30","XANH DƯƠNG","S, M, L","Camellia denim","KHÓA KÉO TRƯỚC
Độ co giãn: KO CO DÃN
Số đo: S=73,M=74;L=75","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRAD572","06/08/2026","Set quần","Không nhận sx 1c","","Talia","2.640.000","","","","Xuân hè 2025","5","NÂU XÁM","S, M, L, XL","Tencel fabric","Độ co giãn: KHÔNG CO DÃN","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MMAD511","08/08/2026","Set váy","Không nhận sx 1c","","Aleena","1.840.000","","","","Xuân hè 2025","67","TRẮNG, XÁM","S, M, L, XL","Polyester chiffon","Độ co giãn: KHÔNG CO DÃN","","","","","","","","","","","","","","","","","","","","","","","","","","50%","MMCV512 "
"","MR0SV6366","06/08/2026","Set váy","Không nhận sx 1c","","Ovella","1.150.000","","","","Xuân hè 2026","0","NÂU","S,M","Silk Noil","áo đóng cúc, chân váy khóa sau, chân váy 2 lớp có lót quần
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6367","06/08/2026","Set váy","HẾT HÀNG","","Oressaa","1.150.000","","","","Xuân hè 2026","0","KEM","S,M","linen lace fabric","áo không có đệm ngực, chân váy 2 lớp ,
 áo khóa sườn, chân váy khóa sau, áo và chân váy 2 lớp
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6368","06/08/2026","Váy xoè","Không nhận sx 1c","","Olivrasa","1.250.000","","","","Xuân hè 2026","0","NÂU","S,M","Polka dot chiffon","váy kHÔNG có đệm ngực, eo chun, chui đầu, váy 2 lớp, KHÔNG KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6369","06/08/2026","Set váy","Không nhận sx 1c","","Oriva","1.450.000","","","","Xuân hè 2026","0","ĐEN BE","S,M","Silk Noil","áo không có đệm ngực, 2 lớp, áo chui đầu có dây buộc
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKSV6381","06/08/2026","Set váy","HẾT HÀNG","","Ovana","1.290.000","","","","Xuân hè 2026","0","HỒNG NUDE","S,M","REN HOA+Crinkle Chiffon","áo không có đệm ngực, 2 lớp, áo chui đầu, chân váy cạp chun
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKVX6335","06/08/2026","Váy xoè","Không cần cọc","","Ocelia","850.000","","","","Xuân hè 2026","85","HỒNG","S,M,L","Crinkle Chiffon
( MÀU NÂU RÊU LÀ CHẤT Stretch mesh fabric)","VÁY kHÔNG có đệm ngực, 2 lớp, KHÓA SAU, CÓ KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","Quần bảo hộ","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKVX6349","06/08/2026","Váy xoè","Không nhận sx 1c","","Onira","850.000","","","","Xuân hè 2026","5","BE","S,M,L","ĐŨI LINEN","VÁY kHÔNG có đệm ngực, 2 lớp, KHÓA SAU
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKJU6337","06/08/2026","jumpsuit","Không nhận sx 1c","","Olynn","1.050.000","","","","Xuân hè 2026","0","XANH XÁM","S,M","raw Chiffon","kHÔNG có đệm ngực, 2 lớp, CHUN EO
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6370","06/08/2026","Váy xoè","Không nhận sx 1c","","Olara","1.350.000","","","","Xuân hè 2026","0","TRẮNG","S,M","silk windbreaker fabric","KHÔNG CÓ ĐỆM NGỰC , 2 LỚP, KHÓA SƯỜN, 
KHÔNG KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"Không thấy ảnh","MRKVX6400","06/08/2026","Váy xoè","Không cần cọc","","Orenza","","","","","Xuân hè 2026","0","KEM","S,M","3D Floral Lace,mesh","KHÔNG CÓ ĐỆM NGỰC , 2 LỚP, CHUI ĐẦU
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRVSV6222","06/08/2026","Set váy","HẾT HÀNG","","Ovelyn","1.650.000","","","","Xuân hè 2026","0","HỒNG, NÂU","S,M","Fluffy fiber","KHÔNG CÓ ĐỆM NGỰC , VÁY 2 DÂY , 2 LỚP ,
 CÓ KHOÁ SAU, 
CÓ LÓT QUẦN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6371","06/08/2026","Váy xoè","Không cần cọc","","Oressas","990.000","","","","Xuân hè 2026","0","TÍM","S,M","Sheer fabric","KHÔNG CÓ ĐỆM NGỰC , VÁY 2 DÂY , 2 LỚP 
, CÓ KHOÁ SAU, CÓ KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6372","06/08/2026","Váy xoè","Không nhận sx 1c","","Olyse","1.350.000","","","","Xuân hè 2026","2","NÂU","S,M","Suiting fabric","VÁY CÓ ĐỆM NGỰC , VÁY 2 DÂY , 2 LỚP , CÓ KHOÁ SAU , CÓ KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6373","06/08/2026","Set váy","Không nhận sx 1c","","Olina","1.200.000","","","","Xuân hè 2026","1","KEM, HỒNG","S,M","Delicate lace fabric","KHÔNG CÓ ĐỆM NGỰC ,ÁO 2 DÂY 
CHUI ĐẦU, CHUN LƯNG 
VÁY 2 LỚP , CẠP CHUN , 
CHÂN VÁY CÓ LÓT QUẦN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6374","06/08/2026","Set váy","HẾT HÀNG","","Orya","920.000","","","","Xuân hè 2026","0","XANH","S,M","Shimmer chiffon","KHÔNG CÓ ĐỆM NGỰC ,ÁO YẾM BUỘC CỔ LƯNG CHUN ,CHUI ĐẦU, CHUN LƯNG 
VÁY 2 LỚP , CẠP CHUN , CHÂN VÁY CÓ LÓT QUẦN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKVX6345","06/08/2026","Váy xoè","Không cần cọc","","Oveliaa","890.000","","","","Xuân hè 2026","7","KEM","S,M","TAFFTA SATIN kết hợp Crinkle Chiffon","VÁY 2 LỚP, KHÓA SAU, KHÔNG CÓ MÚT NGỰC, 
KHÔNG KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6375","06/08/2026","Váy xoè","Không cần cọc","","Olexia","1.050.000","","","","Xuân hè 2026","20","NÂU","S,M,L","Tie-dye mesh fabric","ÁO 2 DÂY , HAI LỚP , CHUN LƯNG 
CHÂN VÁY 2 LỚP , CẠP CHUN , CÓ LÓT QUẦN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6377","06/08/2026","Set váy","HẾT HÀNG","","Opaline","1.150.000","","","","Xuân hè 2026","0","NÂU, HỒNG NUDE","S,M","mesh,raw Chiffon","ÁO CÚC CỔ SAU, 2 LỚP, 
CHÂN VÁY CÓ LÓT QUẦN, CẠP CHUN, HOA CÓ CÀI
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VO6376","06/08/2026","Váy ôm","Không nhận sx 1c","","Ovellea","1.190.000","","","","Xuân hè 2026","0","KEM","S,M","linen lace fabric","VÁY LIỀN 2 LỚP, CÓ LÓT QUẦN, KHÓA SAU, 
KÈM BRA MÀU NÂU RỜI, VÁY CÓ ĐỆM NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SQ6378","06/08/2026","Set váy","Không nhận sx 1c","","Orabelle","990.000","","","","Xuân hè 2026","0","KEM","S,M","Pleated Chiffon","SET QUẦN, ÁO CHUI ĐẦU , CÓ CHUN CO GIÃN, 2 LỚP , 
QUẦN CẠP CHUN, KHÔNG CÓ MÚT NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6379","06/08/2026","Váy xoè","Không nhận sx 1c","","Olysette","850.000","","","","Xuân hè 2026","0","KEM","S,M","Polka Dot Chiffon","VÁY 2 LỚP, KHÔNG CÓ MÚT NGỰC, CHUI ĐẦU,
 BUỘC DÂY CỔ, CÓ KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6411","08/08/2026","Set váy","HẾT HÀNG","","Zaria","990.000","","","","Xuân hè 2026","1","HỒNG NUDE","S,M","floral lace fabric","SET VÁY 2 LỚP, CÓ LÓT QUẦN TRONG, 
CHÂN VÁY KHÓA SAU, ÁO CHUI ĐẦU , KHÔNG CÓ MÚT NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6412","06/08/2026","Váy xoè","Không nhận sx 1c","","Zariahe","1.350.000","","","","Xuân hè 2026","0","KEM","S,M","polka dot silk","KHÔNG CÓ ĐỆM NGỰC , 2 LỚP, KHÓA SƯỜN,
 KHÔNG KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6413","06/08/2026","Váy xoè","Không nhận sx 1c","","Zarin","980.000","","","","Xuân hè 2026","0","KEM","S,M","Polka dot twil","CÓ ĐỆM NGỰC,2 LỚP, KHÓA SAU, 
CÓ KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0AC6414","06/08/2026","Áo cộc tay","Không nhận sx 1c","","Zarine","650.000","","","","Xuân hè 2026","0","KEM","S,M","Crinkle Chiffon","ÁO KHÔNG CÓ MÚT NGỰC, 2 LỚP , 
CHUI ĐẦU, BUỘC DÂY
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6415","06/08/2026","Set váy","HẾT HÀNG","","Zarina","860.000","","","","Xuân hè 2026","0","VÀNG","S,M","Silk Chiffon","ÁO KHÔNG CÓ MÚT NGỰC, 
2 LỚP, ÁO CHUI ĐẦU, QUẦN CẠP CHUN,
 CÓ LÓT QUẦN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SQ6416","06/08/2026","Set quần","HẾT HÀNG","","Zarela","990.000","","","","Xuân hè 2026","0","KEM","S,M","VOAN OGANZA","ÁO 2 LỚP, KHÔNG CÓ MÚT NGỰC, 
ÁO CHUI ĐẦU, QUẦN CẠP CHUN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SQ6417","06/08/2026","Set quần","Không nhận sx 1c","","Zarelle","950.000","","","","Xuân hè 2026","1","NÂU NHẠT, NÂU ĐẬM","S,M","Silk Chiffon","ÁO 2 LỚP , KHÔNG CÓ MÚT NGỰC , ÁO CHUI ĐẦU ,QUẦN BÍ CẠP CHUN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SQ6418","06/08/2026","Set quần","Không nhận sx 1c","","Zareen","1.150.000","","","","Xuân hè 2026","0","BE, HỒNG","S,M","Fluffy fiber","ÁO 2 LỚP , KHÔNG CÓ MÚT NGỰC ,
 ÁO CHUI ĐẦU ,QUẦN CÙNG CHẤT VỚI NƠ CẠP CHUN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6419","06/08/2026","Set váy","Không cần cọc","","Zarelaine","1.280.000","","","","Xuân hè 2026","2","ĐEN, XANH","S,M","Silk Chiffon","SET ÁO VÀ CHÂN VÁY 2 LỚP, ÁO KHÓA SƯỜN
 ( MẶC GIỐNG JUM VÌ CÓ LÓT QUẦN LIỀN), 
CHÂN VÁY CẠP CHUN SAU, 
ÁO KHÔNG CÓ MÚT NGỰC, CÓ KÈM CÀI HOA
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6420","06/08/2026","Váy xoè","Không nhận sx 1c","","Zareya","1.250.000","","","","Xuân hè 2026","0","XANH","S,M","DENIM","VÁY 1 LỚP , KHÓA SƯỜN, 
KHÔNG CÓ ĐỆM NGỰC, CÓ LÓT QUẦN TRONG
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6421","06/08/2026","Set váy","Không nhận sx 1c","","Zélie","1.190.000","","","","Xuân hè 2026","0","KEM","S,M","CREP, REN LÔNG TUYẾT","A SO CÓ CHUN VAI , 2
 LỚP, CHÂN VÁY 2 LỚP, KHÓA SAU, CÓ LÓT QUẦN
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6431","06/08/2026","Set váy","Không nhận sx 1c","","Zélia","1.150.000","","","","Xuân hè 2026","0","KEM, NÂU","S,M","3D Floral Lace","VÁY LIỀN KIỂU JUM LIỀN QUẦN, 
2 LỚP, KHÓA SAU, KHONG CÓ MÚT NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6432","06/08/2026","Set váy","HẾT HÀNG","","Zéliani","950.000","","","","Xuân hè 2026","0","KEM","S,M","Floral Lace","SET ÁO + CHÂN VÁY 2 LỚP, ÁO BUỘC DÂY
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6435","06/08/2026","Set váy","Không nhận sx 1c","","Zéna","1.120.000","","","","Xuân hè 2026","0","VÀNG, NÂU","S,M","silk windbreaker fabric","SET VÁY , ÁO + CHÂN VÁY 2 LỚP, 
CÓ LÓT QUẦN, ÁO DÂY BUỘC CỔ, KHÓA SAU LƯNG
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SQ6434","06/08/2026","Set quần","HẾT HÀNG","","Zénia","1.190.000","","","","Xuân hè 2026","0","BE","S,M","ĐŨI LINEN","SET ÁO + QUẦN 1 LỚP, QUẦN CẠP CHUN SAU
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SQ6433","06/08/2026","Set quần","Không nhận sx 1c","","Zénie","1.490.000","","","","Xuân hè 2026","0","CAM","S,M","ĐŨI LINEN","SET ÁO + QUẦN 1 LỚP, QUẦN KHÓA TRƯỚC,
 ÁO KHÔNG CÓ MÚT NGỰC, KHÔNG CÓ ĐỆM VAI
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6436","06/08/2026","Váy xoè","Không nhận sx 1c","","Zélisse","950.000","","","","Xuân hè 2026","1","NÂU, KEM","S,M","MESH Chiffon","VÁY 2 LỚP, CÓ KÈM QUẦN TRONG
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6437","08/08/2026","Váy xoè","Không nhận sx 1c","","Zélora","1.350.000","","","","Xuân hè 2026","2","NÂU","S,M","Chiffon","VÁY 2 LỚP , KHÔNG KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6438","06/08/2026","Set váy","Không nhận sx 1c","","Zélina","1.380.000","","","","Xuân hè 2026","1","KEM, HONG TIM","S,M","Polyester chiffon","VÁY 2 LỚP, CHUI ĐẦU
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SQ6439","06/08/2026","Set quần","Không nhận sx 1c","","Zéliane","980.000","","","","Xuân hè 2026","0","NAU","S,M","MESH Chiffon","Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SV6441","06/08/2026","Set váy","Không cần cọc","","Zoya","980.000","","","","Xuân hè 2026","1","XANH","S,M","DENIM","SET ÁO + CHÂN VÁY 2 LỚP, CHÂN VÁY CẠP CHUN, KHÔNG CÓ ĐỆM NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VX6440","06/08/2026","Váy xoè","Không nhận sx 1c","","Zoelle","980.000","","","","Xuân hè 2026","0","KEM","S,M","Chiffon fabric with lace","VÁY LIỀN 2 LỚP, KHÓA SAU, CÓ KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0VS6442","08/08/2026","Váy suông","Không nhận sx 1c","","Zoellel","890.000","","","","Xuân hè 2026","17","NAU","S,M","Raw twill fabric","VÁY 2 LỚP , KHOÁ LƯNG , KHÔNG CÓ ĐỆM NGỰC
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MR0SQ6443","06/08/2026","Set quần","Không cần cọc","","Zoella","880.000","","","","Xuân hè 2026","0","KEM","S,M","OGANZA CHIFON","SET ÁO + QUẦN 2 LỚP
Độ co giãn: KHÔNG","","","","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKVX6382","08/08/2026","Váy xoè","Không cần cọc","","Zoellea","1.250.000","","","","Xuân hè 2026","0","NÂU RÊU","S,M,L","REN HOA+ Chiffon","VÁY LIỀN, 2 LỚP, KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","Quần bảo hộ","","mới","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRKVX6411","06/08/2026","Váy xoè","Không cần cọc","","Zoanne","950.000","","","","Xuân hè 2026","0","HỒNG","S,M,L","Crinkle Chiffon","VÁY LIỀN 2 LỚP, KHÓA SAU
Độ co giãn: KHÔNG","","","mới","","","","","","","","","","","","","","","","","","","","","","","20%",""
"","MRVVX6402","06/08/2026","Váy xoè","Không cần cọc","","Zoaline","990.000","","","","Xuân hè 2026","0","XANHGHI","S,M,L","Crinkle Chiffon","VÁY LIỀN 2 LỚP, CHUN EO, CÓ KÈM QUẦN BẢO HỘ
Độ co giãn: KHÔNG","Quần bảo hộ","","mới","","","","","","","","","","","","","","","","","","","","","","","20%",""
